68.7	120.5
68.5	130
68.5	138
70.5	145.83
74	115.33
74	151.5
78.5	157
80	114.75
84	163.33
86	115.92
90	168.42
92	118.25
96	172.5
98	122
102	175.17
104	128.5
108	176.5
109.5	134.3
114	176.5
115	139.75
120	176.58
121	143.75
126	178.75
127	146.33
132	181.75
133	149.25
138	185.08
139	152.25
144	188.5
145	155.58
144	108
146	93
144.5	102
144.83	116.67
148	122.5
150	191.75
151	89.75
151	158.5
153	128.5
156	195.25
157	89.5
157	161.42
159	134.5
162	198.5
163	89.75
163	164.75
165	139.5
168	201.75
169	91.5
169	167.75
171	142.67
174	204.75
175	94.75
175	170.75
177	145.25
180	207.75
181	100.25
181	174.08
183	146.5
186	210.75
186.5	105
187	176.75
189	145.92
191.5	110.9
192	213.75
193	179
195	145.58
197	114.92
198	216.67
199	181.42
201	147.75
203	117.67
204	219.08
205	184.33
207	150.75
209	120.25
210	221.67
211	186.75
213	153.75
215	122.92
216	223.92
217	189.33
219	156.75
221	125.75
222	226.5
223	191.5
225	159.75
227	128.5
228	228.67
229	193.33
231	162.75
233	131.08
234	230.92
235	195.33
237	165.5
239	133.75
240	233
241	197.5
243	168.25
245	136.67
246	235
247	199.83
249	171.5
251	139.25
252	237.17
253	201.5
255	175.08
257	142.25
258	239.17
259	203.5
261	178.33
263	145.5
264	241.17
265	205.5
267	181.92
269	148.75
270	243.17
271	207.33
273	185.5
275	152.25
276	245.5
277	209.17
279	189.5
281	155.67
282	247.5
283	211.08
285	193.5
287	159.67
288	249.92
289	213.25
291	197.67
293	163.33
294	252.17
295	215.17
297	202.08
299	166.92
300	254.67
301	217.67
303	206.67
305	171.08
306	257.08
307	219.83
309	211.25
311	175.92
312	259.5
313.5	220.25
315	216
317	180.17
318	262.08
318.5	222.1
323	184.17
324	264.75
329	188.08
330	267.67
335	191.83
336	270.42
341	195.5
342	273.67
347	199.5
348	276.92
353	202.42
354	280.67
359	206.33
360	284.08
365	210.08
366	287.25
371	212.75
372	290.67
377	216.17
378	293.92
383	219.92
384	297.5
389	222.5
390	300.92
395	225.33
396	304.67
401	228.17
402	308
407	230.75
408	311.92
413	233.5
414	315.83
419	236.08
420	319.5
425	238.75
426	322.75
431	241.17
432	325.33
437	243.75
438	326.92
443	246.17
444	327.75
449	248.33
450	328.5
455	250.67
456	327.92
461	253.08
462	326.33
467	255.67
468	323.5
473	258.33
473	318.75
476	311.75
479	263.5
478	304.25
480	297.25
482	288
483	269
483.83	279.67

