0.83	294
3.5	311
5.5	276.93
11.5	321.5
14.5	268.05
22.5	328.41
25.5	262.64
24.2	299.38
30.5	284
33.5	308.23
33.5	330.95
36.5	261.5
41.5	283.5
44.5	308.5
44.5	330.91
47.5	261.73
52.5	283.5
55.5	308.27
55.5	330.5
58.5	262.5
63.5	284.45
66.5	306.68
66.5	330
69.5	262.73
72	290.62
73	302.5
77.5	329.5
80.5	263.5
88.5	329.5
91.5	263.73
99.5	329.5
102.5	264.5
110.5	329.5
113.5	264.64
121.5	329.5
124.5	265.5
132.5	329.45
135.5	265.5
143.5	328.5
146.5	265.5
154.5	328.5
157.5	265.5
165.5	328.5
168.5	266.18
176.5	328.5
179.5	266.5
187.5	327.64
190.5	267.45
198.5	327.5
201.5	267.5
209.5	327.45
212.5	268.18
220.5	326.5
223.5	268.64
231.5	326.5
234.5	269.5
242.5	326.5
245.5	269.73
253.5	326.5
256.5	270.5
264.5	326.36
267.5	270.5
275.5	325.5
278.5	271
286.5	325.5
289.5	271.5
297.5	325.36
300.5	271.5
308.5	324.5
311.5	272.45
319.5	324.5
322.5	272.55
330.5	324.5
333.5	273.73
341.5	324.5
344.5	274.5
352.5	324.5
355.5	275
363.5	324.64
366.5	275.05
374.5	329.14
377.5	269.5
384	338.31
388	257.75
393.5	350
398.5	247.64
404.5	359.18
409.5	239.95
415.5	365.45
420.5	235.41
426.5	369.23
431.5	232.91
437.5	371.5
442.5	230.86
448.5	372.18
453.5	230
459.5	373.27
464.5	229.5
470.5	373.5
475.5	229.55
481.5	373.09
486.5	230.55
492.5	372
497.5	232
503.5	371.05
508.5	233.59
514.5	368.77
519.5	235.82
525.5	366.41
530.5	238.55
536.5	362.95
541.5	242.27
547.5	359.5
552.5	246.27
558.5	355.18
563.5	250.82
569.5	349.77
574.5	257.5
580.5	342.64
585	266.75
589.5	332.57
592.5	277.7
595	322.5
596.5	287.17
598.5	310.67
599	298

